0	1	1
0	2	2
0	3	3
0	4	4
0	5	5
0	6	6
0	7	7
0	9	8
0	10	9
0	11	10
0	12	11
0	13	12
0	14	13
0	15	14
0	32	15
0	34	16
0	35	17
0	36	18
0	37	19
0	38	20
0	39	21
0	40	22
0	42	23
0	43	24
0	44	25
0	45	26
0	46	27
0	47	28
0	64	29
0	66	30
0	67	31
0	68	32
0	69	33
0	70	34
0	71	35
0	72	36
0	73	37
0	75	38
0	76	39
0	77	40
0	78	41
0	79	42
0	96	43
0	97	44
0	98	45
0	100	46
0	101	47
0	102	48
0	103	49
0	104	50
0	105	51
0	106	52
0	108	53
0	109	54
0	110	55
0	111	56
0	128	57
0	129	58
0	130	59
0	132	60
0	133	61
0	134	62
0	135	63
0	136	64
0	137	65
0	138	66
0	139	67
0	141	68
0	142	69
0	143	70
0	160	71
0	161	72
0	162	73
0	163	74
0	165	75
0	166	76
0	167	77
0	168	78
0	169	79
0	170	80
0	171	81
0	172	82
0	174	83
0	175	84
0	192	85
0	193	86
0	194	87
0	195	88
0	196	89
0	197	90
0	199	91
0	200	92
0	201	93
0	202	94
0	203	95
0	204	96
0	205	97
0	206	98
0	224	99
0	225	100
2	17	1
2	18	2
2	19	3
2	20	4
2	21	5
2	22	6
2	23	7
2	25	8
2	26	9
2	27	10
2	28	11
2	29	12
2	30	13
2	31	14
2	48	15
2	50	16
2	51	17
2	52	18
2	53	19
2	54	20
2	55	21
2	56	22
2	58	23
2	59	24
2	60	25
2	61	26
2	62	27
2	63	28
2	80	29
2	82	30
2	83	31
2	84	32
2	85	33
2	86	34
2	87	35
2	88	36
2	89	37
2	91	38
2	92	39
2	93	40
2	94	41
2	95	42
2	112	43
2	113	44
2	114	45
2	116	46
2	117	47
2	118	48
2	119	49
2	120	50
2	121	51
2	122	52
2	123	53
2	125	54
2	126	55
2	127	56
2	140	57
2	141	58
2	142	59
2	143	60
2	144	61
2	146	62
2	147	63
2	148	64
2	149	65
2	150	66
2	151	67
2	152	68
2	153	69
2	155	70
2	172	71
2	173	72
2	174	73
2	175	74
2	176	75
2	177	76
2	178	77
2	180	78
2	181	79
2	182	80
2	183	81
2	184	82
2	185	83
2	186	84
2	203	85
2	205	86
2	206	87
2	207	88
2	208	89
2	209	90
2	210	91
2	211	92
2	213	93
2	214	94
2	215	95
2	216	96
2	217	97
2	218	98
2	219	99
2	226	100
1	1	1
1	2	2
1	3	3
1	4	4
1	5	5
1	6	6
1	8	7
1	9	8
1	10	9
1	11	10
1	12	11
1	13	12
1	14	13
1	31	14
1	33	15
1	34	16
1	35	17
1	36	18
1	37	19
1	38	20
1	39	21
1	41	22
1	42	23
1	43	24
1	44	25
1	45	26
1	46	27
1	47	28
1	65	29
1	66	30
1	67	31
1	68	32
1	69	33
1	70	34
1	71	35
1	72	36
1	74	37
1	75	38
1	76	39
1	77	40
1	78	41
1	79	42
1	96	43
1	97	44
1	99	45
1	100	46
1	101	47
1	102	48
1	103	49
1	104	50
1	105	51
1	106	52
1	108	53
1	109	54
1	110	55
1	111	56
1	128	57
1	129	58
1	130	59
1	132	60
1	133	61
1	134	62
1	135	63
1	136	64
1	137	65
1	138	66
1	156	67
1	157	68
1	158	69
1	159	70
1	160	71
1	161	72
1	162	73
1	164	74
1	165	75
1	166	76
1	167	77
1	168	78
1	169	79
1	170	80
1	171	81
1	189	82
1	190	83
1	191	84
1	192	85
1	193	86
1	194	87
1	195	88
1	197	89
1	198	90
1	199	91
1	200	92
1	201	93
1	202	94
1	203	95
1	221	96
1	222	97
1	223	98
1	224	99
1	226	100
3	17	1
3	18	2
3	19	3
3	20	4
3	21	5
3	22	6
3	23	7
3	25	8
3	26	9
3	27	10
3	28	11
3	29	12
3	30	13
3	31	14
3	49	15
3	50	16
3	51	17
3	52	18
3	53	19
3	54	20
3	55	21
3	57	22
3	58	23
3	59	24
3	60	25
3	61	26
3	62	27
3	63	28
3	80	29
3	82	30
3	83	31
3	84	32
3	85	33
3	86	34
3	87	35
3	88	36
3	89	37
3	91	38
3	92	39
3	93	40
3	94	41
3	95	42
3	112	43
3	113	44
3	114	45
3	116	46
3	117	47
3	118	48
3	119	49
3	120	50
3	121	51
3	122	52
3	123	53
3	125	54
3	126	55
3	127	56
3	144	57
3	145	58
3	146	59
3	147	60
3	148	61
3	150	62
3	151	63
3	152	64
3	153	65
3	154	66
3	155	67
3	156	68
3	157	69
3	159	70
3	176	71
3	177	72
3	178	73
3	179	74
3	180	75
3	181	76
3	183	77
3	184	78
3	185	79
3	186	80
3	187	81
3	188	82
3	189	83
3	190	84
3	208	85
3	209	86
3	210	87
3	211	88
3	212	89
3	213	90
3	214	91
3	216	92
3	217	93
3	218	94
3	219	95
3	220	96
3	221	97
3	222	98
3	225	99
3	226	100
