1	1	1
1	2	2
1	3	3
1	4	4
1	5	5
1	6	6
1	7	7
1	8	8
1	9	9
1	10	10
1	11	11
1	12	12
1	29	13
1	30	14
1	31	15
1	32	16
1	33	17
1	34	18
1	35	19
1	36	20
1	37	21
1	38	22
1	39	23
1	40	24
1	41	25
1	42	26
1	42	27
1	43	28
1	44	29
1	45	30
1	46	31
1	47	32
1	65	33
1	66	34
1	67	35
1	68	36
1	69	37
1	70	38
1	71	39
1	72	40
1	73	41
1	74	42
1	75	43
1	76	44
1	77	45
1	78	46
1	79	47
1	80	48
1	97	49
1	98	50
1	99	51
1	100	52
1	101	53
1	102	54
1	103	55
1	104	56
1	105	57
1	106	58
1	107	59
1	108	60
1	109	61
1	110	62
1	111	63
1	112	64
1	129	65
1	130	66
1	131	67
1	132	68
1	133	69
1	134	70
1	135	71
1	136	72
1	137	73
1	138	74
1	139	75
1	140	76
1	141	77
1	142	78
1	143	79
1	144	80
1	161	81
1	162	82
1	163	83
1	164	84
1	165	85
1	166	86
1	167	87
1	168	88
1	169	89
1	170	90
1	171	91
1	172	92
1	173	93
1	174	94
1	175	95
1	176	96
1	193	97
1	194	98
1	195	99
1	196	100
0	14	1
0	15	2
0	16	3
0	17	4
0	18	5
0	19	6
0	20	7
0	21	8
0	22	9
0	23	10
0	24	11
0	25	12
0	26	13
0	27	14
0	27	15
0	28	16
0	49	17
0	50	18
0	52	19
0	53	20
0	54	21
0	55	22
0	56	23
0	57	24
0	58	25
0	59	26
0	59	27
0	60	28
0	61	29
0	63	30
0	64	31
0	81	32
0	82	33
0	83	34
0	84	35
0	85	36
0	86	37
0	87	38
0	88	39
0	89	40
0	90	41
0	91	42
0	92	43
0	93	44
0	94	45
0	95	46
0	96	47
0	113	48
0	114	49
0	115	50
0	116	51
0	117	52
0	118	53
0	119	54
0	120	55
0	121	56
0	122	57
0	123	58
0	124	59
0	125	60
0	126	61
0	127	62
0	128	63
0	145	64
0	146	65
0	147	66
0	148	67
0	149	68
0	150	69
0	151	70
0	152	71
0	153	72
0	154	73
0	155	74
0	156	75
0	157	76
0	158	77
0	159	78
0	160	79
0	177	80
0	178	81
0	179	82
0	180	83
0	181	84
0	182	85
0	183	86
0	184	87
0	185	88
0	186	89
0	187	90
0	188	91
0	189	92
0	190	93
0	191	94
0	192	95
0	197	96
0	198	97
0	199	98
0	200	99
0	201	100
