0	6	1
0	7	2
0	8	3
0	9	4
0	10	5
0	11	6
0	12	7
0	13	8
0	14	9
0	15	10
0	16	11
0	17	12
0	18	13
0	18	14
0	19	15
0	20	16
0	21	17
0	22	18
0	23	19
0	24	20
0	25	21
0	34	22
0	35	23
0	36	24
0	37	25
0	38	26
0	39	27
0	40	28
0	40	29
0	42	30
0	42	31
0	43	32
0	44	33
0	45	34
0	46	35
0	47	36
0	48	37
0	49	38
0	50	39
0	51	40
0	51	41
0	52	42
0	53	43
0	58	44
0	59	45
0	60	46
0	61	47
0	62	48
0	63	49
0	65	50
0	66	51
0	66	52
0	67	53
0	69	54
0	70	55
0	71	56
0	71	57
0	72	58
0	73	59
0	74	60
0	75	61
0	76	62
0	77	63
0	86	64
0	87	65
0	87	66
0	88	67
0	89	68
0	90	69
0	91	70
0	92	71
0	93	72
0	94	73
0	95	74
0	96	75
0	97	76
0	98	77
0	99	78
0	100	79
0	100	80
0	101	81
0	102	82
0	103	83
0	104	84
0	105	85
0	110	86
0	111	87
0	112	88
0	113	89
0	114	90
0	115	91
0	116	92
0	117	93
0	118	94
0	118	95
0	119	96
0	120	97
0	121	98
0	122	99
0	123	100
1	0	1
1	1	2
1	2	3
1	3	4
1	4	5
1	5	6
1	26	7
1	27	8
1	28	9
1	29	10
1	30	11
1	31	12
1	31	13
1	32	14
1	33	15
1	54	16
1	55	17
1	56	18
1	57	19
1	78	20
1	79	21
1	80	22
1	81	23
1	82	24
1	83	25
1	84	26
1	85	27
1	106	28
1	107	29
1	107	30
1	108	31
1	109	32
1	124	33
1	125	34
1	126	35
1	127	36
1	127	37
1	128	38
1	129	39
1	130	40
1	131	41
1	132	42
1	133	43
1	134	44
1	135	45
1	136	46
1	137	47
1	138	48
1	139	49
1	140	50
1	141	51
1	142	52
1	143	53
1	144	54
1	145	55
1	146	56
1	146	57
1	148	58
1	148	59
1	149	60
1	150	61
1	151	62
1	152	63
1	153	64
1	154	65
1	155	66
1	156	67
1	157	68
1	158	69
1	158	70
1	159	71
1	160	72
1	161	73
1	162	74
1	163	75
1	164	76
1	165	77
1	166	78
1	167	79
1	168	80
1	169	81
1	169	82
1	170	83
1	171	84
1	172	85
1	173	86
1	174	87
1	176	88
1	176	89
1	177	90
1	178	91
1	179	92
1	180	93
1	181	94
1	182	95
1	183	96
1	184	97
1	185	98
1	186	99
1	187	100
